node,out_degree_centrality,in_degree_centrality,katz_centrality,closeness_centrality,betweenness_centrality
Swallow,0.0015,0.0002,0.0072,0.1779,0.0
Swan,0.0064,0.0025,0.0082,0.3126,0.0002
Swastika,0.0267,0.0032,0.0092,0.3382,0.0007
Swaziland,0.0064,0.0119,0.0184,0.3822,0.0002
Sweden,0.0237,0.0672,0.0562,0.4805,0.0063
Swift,0.003,0.0012,0.0077,0.2793,0.0
Swiss_Federal_Council,0.0042,0.0002,0.0076,0.3117,0.0
Switzerland,0.0111,0.0563,0.0477,0.4529,0.0021
Sydney,0.0091,0.0153,0.016,0.3864,0.001
Sydney_Newman,0.0037,0.0005,0.0073,0.2509,0.0
Symmetry,0.0126,0.0054,0.0094,0.3339,0.0009
Synthesizer,0.002,0.0035,0.0083,0.3019,0.0001
Syria,0.0163,0.0346,0.0366,0.43,0.0016
T-34,0.0136,0.0005,0.0073,0.2681,0.0
T._S._Eliot,0.0089,0.0059,0.0107,0.3637,0.0004
TGV,0.0094,0.0027,0.0094,0.3453,0.0013
Taipei,0.016,0.0044,0.0106,0.3563,0.0003
Taiwan,0.0084,0.0207,0.0252,0.4171,0.0006
Taj_Mahal,0.0119,0.003,0.01,0.355,0.0004
Tajikistan,0.0072,0.0126,0.0192,0.3798,0.0001
Talc,0.0057,0.0012,0.0077,0.2881,0.0
Tamarind,0.0052,0.0025,0.0079,0.2623,0.0
Tamil_language,0.0091,0.0099,0.0153,0.3909,0.0005
Tamil_people,0.0168,0.0042,0.0098,0.335,0.0002
Tank,0.0054,0.0059,0.0116,0.3634,0.0003
Tansy,0.0025,0.0002,0.0072,0.2688,0.0
Tantalum,0.0111,0.0025,0.0086,0.3231,0.0002
Tanzania,0.0301,0.0215,0.025,0.4195,0.0015
Tao_Te_Ching,0.002,0.0015,0.0082,0.3288,0.0
Taoism,0.0057,0.0084,0.015,0.3815,0.0004
Tarragon,0.0025,0.0032,0.0081,0.2626,0.0
Tashkent,0.0079,0.0027,0.0091,0.3385,0.0001
Tasmanian_Devil,0.003,0.0007,0.0073,0.2574,0.0
Tawny_Owl,0.003,0.0005,0.0073,0.2685,0.0
Tay-Sachs_disease,0.0027,0.0005,0.0073,0.2871,0.0
Tay_Rail_Bridge,0.0022,0.001,0.0075,0.2842,0.0001
TeX,0.0049,0.0012,0.0075,0.2471,0.0002
Tea,0.0178,0.0116,0.0149,0.3703,0.001
Technetium,0.0141,0.0032,0.0087,0.2881,0.0001
Technology,0.0094,0.0151,0.0191,0.4137,0.0009
Tehran,0.0094,0.0054,0.0118,0.3609,0.0002
Tel_Aviv,0.0064,0.0047,0.0102,0.345,0.0001
Telecommunication,0.0077,0.0044,0.0114,0.3654,0.0003
Telephone,0.0035,0.0101,0.0128,0.3693,0.0003
Telephone_exchange,0.0007,0.0005,0.0077,0.3241,0.0
Telescope,0.0057,0.0148,0.0138,0.3551,0.001
Television,0.0052,0.0363,0.0268,0.4344,0.0011
Tellurium,0.0089,0.0032,0.0092,0.3363,0.0001
Temperate,0.0032,0.0158,0.0197,0.4172,0.0003
Temple_of_Artemis,0.0025,0.0002,0.0076,0.3211,0.0
Tennis,0.0099,0.018,0.0246,0.4357,0.0037
Tennis_Masters_Cup,0.0047,0.002,0.0078,0.2848,0.0
"Tenzin_Gyatso,_14th_Dalai_Lama",0.0101,0.0017,0.0079,0.299,0.0001
Tenzing_Norgay,0.002,0.001,0.0075,0.2809,0.0
Terbium,0.0044,0.0017,0.0079,0.2633,0.0
Tern,0.0032,0.002,0.0078,0.2722,0.0001
Terrorism,0.0072,0.0116,0.0174,0.4074,0.0004
Textile,0.0012,0.0119,0.0161,0.3909,0.0001
Thailand,0.0081,0.0333,0.0353,0.4412,0.0014
Thalassemia,0.0044,0.001,0.0074,0.2601,0.0
Thallium,0.0119,0.0032,0.0086,0.2942,0.0001
The_Absent-Minded_Beggar,0.0007,0.0002,0.0072,0.2302,0.0
The_Adventures_of_Tintin,0.0128,0.0015,0.0088,0.3499,0.0004
The_Anarchy,0.0025,0.002,0.008,0.3031,0.0004
The_Ashes,0.0035,0.0012,0.008,0.3168,0.0001
The_Bahamas,0.0067,0.0136,0.0182,0.4056,0.0014
The_Beano,0.0017,0.001,0.0074,0.2513,0.0
The_Beatles,0.0148,0.0138,0.0145,0.3794,0.0022
The_Beatles_discography,0.0032,0.0002,0.0072,0.275,0.0
The_Blitz,0.0074,0.003,0.0101,0.3619,0.0002
The_Broads,0.0025,0.0005,0.0073,0.2613,0.0004
The_Brothers_Karamazov,0.0059,0.0015,0.0076,0.2819,0.0
The_Canadian,0.0022,0.0005,0.0073,0.2671,0.0
The_Cantos,0.0212,0.0005,0.0073,0.2377,0.0003
The_Cat_in_the_Hat,0.0005,0.0005,0.008,0.3414,0.0001
"The_Championships,_Wimbledon",0.0042,0.0047,0.0109,0.3673,0.0007
The_Count_of_Monte_Cristo,0.0049,0.0005,0.0073,0.2795,0.0
The_Country_Wife,0.0022,0.0005,0.0072,0.1851,0.0
The_Curious_Incident_of_the_Dog_in_the_Night-time,0.0035,0.0002,0.0072,0.2339,0.0
The_Dandy,0.0022,0.0007,0.0073,0.2511,0.0
The_Fairy-Queen,0.0022,0.0005,0.0073,0.2741,0.0
The_Fens,0.0044,0.0007,0.0084,0.3481,0.0001
The_Gambia,0.0084,0.0091,0.0188,0.4051,0.0002
The_Godfather,0.0054,0.0017,0.0076,0.2751,0.0002
The_Great_Exhibition,0.003,0.001,0.0074,0.2699,0.0
The_Hague,0.0059,0.0096,0.0141,0.3679,0.0002
The_Hitchhiker's_Guide_to_the_Galaxy,0.0064,0.0015,0.0077,0.3024,0.0001
The_Hobbit,0.0064,0.0015,0.0076,0.2908,0.0005
The_Holocaust,0.019,0.0148,0.0212,0.4008,0.0014
The_Illuminatus!_Trilogy,0.0062,0.0002,0.0073,0.2909,0.0001
The_Iron_Bridge,0.0015,0.0002,0.0072,0.2706,0.0
The_Last_Supper_(Leonardo),0.0054,0.001,0.0076,0.2977,0.0
The_Legend_of_Zelda_series,0.003,0.0005,0.0073,0.2597,0.0003
"The_Lion,_the_Witch_and_the_Wardrobe",0.004,0.0005,0.0073,0.284,0.0
The_Lion_King,0.0054,0.0017,0.0077,0.2743,0.0005
The_Lorax,0.0017,0.0002,0.0072,0.2214,0.0
The_Lord_of_the_Rings,0.0081,0.0042,0.0086,0.3064,0.0004
The_Lord_of_the_Rings_film_trilogy,0.0035,0.0027,0.0084,0.3251,0.0004
The_Magic_Flute,0.0022,0.0007,0.0074,0.2696,0.0
The_Marriage_of_Figaro,0.001,0.0012,0.0077,0.2962,0.0
The_Merchant_of_Venice,0.0049,0.0007,0.0073,0.2336,0.0
The_Mismeasure_of_Man,0.0035,0.0007,0.0074,0.2797,0.0
The_Old_Man_and_the_Sea,0.004,0.0005,0.0074,0.3016,0.0
The_Origin_of_Species,0.0049,0.0037,0.0092,0.3417,0.0002
The_Picture_of_Dorian_Gray,0.0042,0.0002,0.0072,0.2549,0.0
The_Pilgrim's_Progress,0.0037,0.0005,0.0072,0.2391,0.0003
The_Quatermass_Experiment,0.0035,0.0005,0.0072,0.2149,0.0002
The_Relapse,0.0025,0.001,0.0074,0.2257,0.0001
The_Rime_of_the_Ancient_Mariner,0.0059,0.0007,0.0074,0.2824,0.0002
The_Rite_of_Spring,0.0042,0.0007,0.0074,0.2886,0.0001
The_Rolling_Stones,0.0079,0.0054,0.0119,0.3788,0.0008
The_Seagull,0.0012,0.0002,0.0072,0.2248,0.0
The_Shawshank_Redemption,0.0017,0.0005,0.0073,0.2762,0.0
The_Simpsons,0.0081,0.0114,0.0112,0.3395,0.0009
The_Smiths,0.003,0.002,0.0081,0.3033,0.0001
The_Supremes,0.0035,0.001,0.0074,0.2587,0.0003
The_Temptations,0.0052,0.0005,0.0073,0.279,0.0001
The_Wall_Street_Journal,0.0027,0.0047,0.0123,0.3674,0.0
The_Waste_Land,0.0037,0.0022,0.008,0.2968,0.0
The_West_Wing_(TV_series),0.0133,0.0017,0.0078,0.2967,0.0001
The_X-Files,0.0035,0.002,0.0078,0.2828,0.0002
Theatre,0.0042,0.0131,0.0138,0.3736,0.0012
"Theatre_Royal,_Drury_Lane",0.004,0.0022,0.0078,0.2593,0.0002
Theatre_in_the_round,0.003,0.0002,0.0072,0.2141,0.0
Theodore_Roosevelt,0.0148,0.0106,0.0124,0.3453,0.0011
Thermodynamic_temperature,0.0069,0.0005,0.0073,0.2516,0.0
Thermodynamics,0.0047,0.0057,0.0099,0.3381,0.0002
Theropoda,0.0062,0.0044,0.0088,0.2904,0.0004
Thiamine,0.0047,0.0027,0.0083,0.3149,0.0001
Third_Servile_War,0.0015,0.0002,0.0072,0.2718,0.0
Thomas_Aquinas,0.0057,0.0062,0.0117,0.3662,0.0002
Thomas_Becket,0.003,0.003,0.0084,0.3112,0.0
Thomas_Cranmer,0.0054,0.0027,0.0085,0.3051,0.0
Thomas_Edison,0.0052,0.004,0.0086,0.3175,0.0002
Thomas_Gainsborough,0.0027,0.0022,0.0081,0.3172,0.0001
Thomas_Hobbes,0.0064,0.0069,0.0116,0.3645,0.0004
Thomas_Jefferson,0.0084,0.0138,0.0171,0.4048,0.0016
Thomas_Malthus,0.0069,0.0027,0.0084,0.3268,0.0001
Thomas_More,0.0086,0.004,0.0097,0.3494,0.0002
Thomas_Pynchon,0.0111,0.0017,0.0077,0.272,0.0001
Thomas_Samuel_Kuhn,0.0017,0.0005,0.0074,0.2993,0.0
Thor,0.0035,0.0025,0.0084,0.3311,0.0001
Thorax,0.001,0.0025,0.008,0.2874,0.0
Thorium,0.0077,0.0067,0.0104,0.3397,0.0003
Thrasybulus,0.0017,0.0005,0.0072,0.2368,0.0
Three_Gorges_Dam,0.0037,0.001,0.0078,0.3198,0.0
Three_Laws_of_Robotics,0.0035,0.0002,0.0072,0.2275,0.0
Thrush_(bird),0.0012,0.0022,0.0078,0.2403,0.0002
Thucydides,0.0017,0.0042,0.0097,0.3454,0.0
Thulium,0.0047,0.0015,0.0078,0.2633,0.0
Thunderstorm,0.0017,0.0047,0.0093,0.3367,0.0
Tiananmen_Square_protests_of_1989,0.0067,0.0015,0.009,0.3474,0.0
Tibet,0.0072,0.0153,0.0172,0.3805,0.0004
Tide,0.0035,0.0091,0.0126,0.3761,0.0004
Tiger,0.0123,0.0037,0.0088,0.3269,0.0006
Tiger_Woods,0.0037,0.0007,0.0074,0.2719,0.0001
Tiger_shark,0.0047,0.0015,0.0076,0.2558,0.0
Tigris,0.0035,0.0057,0.0115,0.3573,0.0
Tijuana,0.0035,0.0015,0.0083,0.3319,0.0
Tiktaalik,0.003,0.0002,0.0073,0.2863,0.0
Tim_Berners-Lee,0.0025,0.002,0.0089,0.3505,0.0001
Tim_Henman,0.0084,0.001,0.0075,0.282,0.0
Timbuktu,0.0072,0.0017,0.0086,0.3334,0.0001
Time,0.0104,0.0106,0.0146,0.3785,0.0009
Time_zone,0.0096,0.0852,0.0925,0.484,0.0031
Timken_1111,0.0007,0.0002,0.0072,0.146,0.0
Timur,0.0106,0.0047,0.0104,0.3432,0.0002
Tin,0.0101,0.0123,0.0149,0.3694,0.0011
Tin(II)_chloride,0.0044,0.0002,0.0072,0.2698,0.0
Tin_whistle,0.0042,0.0012,0.0076,0.2938,0.0001
Titanium,0.0183,0.0109,0.0119,0.3443,0.0009
To_Kill_a_Mockingbird,0.0015,0.0002,0.0072,0.205,0.0
Tobacco,0.0119,0.0141,0.0161,0.3789,0.001
Tobacco_smoking,0.0099,0.0062,0.0108,0.3616,0.0009
Tofu,0.0089,0.001,0.0075,0.2716,0.0
Togo,0.0067,0.0128,0.0223,0.4084,0.0001
Tokelau,0.0057,0.0022,0.009,0.3408,0.0
Tokyo,0.0101,0.0168,0.0204,0.4159,0.0006
Toluene,0.0022,0.0012,0.0075,0.2663,0.0
Tom_and_Jerry_(MGM),0.0047,0.0005,0.0073,0.2669,0.0
Tonga,0.0084,0.0064,0.0119,0.3545,0.0003
Tony_Blair,0.0215,0.0104,0.0151,0.3815,0.0016
Tooth_development,0.0044,0.0005,0.0073,0.2667,0.0
Tooth_enamel,0.0027,0.0007,0.0074,0.2716,0.0
Top_of_the_Pops,0.0044,0.0012,0.0075,0.2752,0.0001
Topology,0.0027,0.0037,0.0089,0.3288,0.0001
Tornado,0.0086,0.0084,0.0116,0.3596,0.0004
Toronto,0.0114,0.0175,0.0172,0.3824,0.0006
Tottenham_Hotspur_F.C.,0.0032,0.002,0.0085,0.3345,0.0
Tour_de_France,0.0049,0.003,0.0096,0.347,0.0009
Tourette_syndrome,0.0032,0.0007,0.0074,0.2689,0.0
Tourism,0.0156,0.0341,0.0332,0.4362,0.0033
Tower_Bridge,0.0025,0.0017,0.0086,0.3376,0.0
Tower_of_London,0.0111,0.0089,0.0122,0.3599,0.0012
Toy,0.0091,0.0027,0.0088,0.3444,0.0006
Toy_Story,0.002,0.0002,0.0072,0.2153,0.0
Trade_union,0.003,0.0131,0.0169,0.3858,0.0002
Trafalgar_Square,0.0091,0.0035,0.0106,0.3687,0.0005
Train,0.0116,0.0077,0.0111,0.3503,0.0021
Trans-Siberian_Railway,0.0047,0.0002,0.0074,0.3034,0.0
Transit_of_Venus,0.0081,0.0017,0.0078,0.3054,0.0001
Transport,0.0074,0.0151,0.0179,0.4004,0.0009
Trapdoor_spider,0.0015,0.0002,0.0072,0.2552,0.0
Treasure_Island,0.0042,0.001,0.0074,0.2746,0.0
Treaty_of_Versailles,0.004,0.0096,0.0179,0.4069,0.0001
Tree,0.0101,0.0143,0.0139,0.3732,0.0015
Tree_Sparrow,0.0042,0.0007,0.0073,0.2178,0.0
Tree_frog,0.0022,0.0007,0.0073,0.2483,0.0
Trench_warfare,0.0123,0.004,0.0099,0.3513,0.0003
Triassic,0.0042,0.0089,0.0117,0.3564,0.0008
Triathlon,0.0015,0.002,0.0086,0.3337,0.0
Tribe,0.0017,0.0081,0.0127,0.3676,0.0001
Triceratops,0.0049,0.0022,0.0079,0.2768,0.0
Trichinosis,0.0007,0.0012,0.0076,0.2969,0.0
Trigonometric_function,0.0037,0.0017,0.0077,0.2754,0.0
Trigonometry,0.0077,0.003,0.0085,0.3274,0.0002
Trimurti,0.0015,0.0005,0.0073,0.262,0.0
Trinidad_and_Tobago,0.0123,0.0077,0.0165,0.4027,0.0005
Trinity,0.0057,0.0049,0.0106,0.3499,0.0005
"Trinity_College,_Cambridge",0.0047,0.0062,0.0101,0.3403,0.0002
Trinity_test,0.0032,0.0012,0.0075,0.2623,0.0
Tripitaka,0.0017,0.001,0.0078,0.3136,0.0001
Tripoli,0.0077,0.0032,0.0093,0.3419,0.0001
Triumph_of_the_Will,0.0064,0.0007,0.0073,0.2556,0.0
Trojan_War,0.0101,0.0049,0.0094,0.3331,0.0003
Troodon,0.0037,0.0002,0.0073,0.284,0.0
Troop_sleeper,0.0015,0.0002,0.0072,0.2061,0.0
Tropical_Storm_Allison,0.0044,0.0007,0.0074,0.2905,0.0
Tropical_Storm_Ana_(2003),0.0015,0.0007,0.0074,0.2617,0.0001
Tropical_Storm_Bonnie_(2004),0.0064,0.0005,0.0072,0.2368,0.0
Tropical_Storm_Delta_(2005),0.002,0.0002,0.0072,0.2238,0.0
Tropical_Storm_Franklin_(2005),0.002,0.0002,0.0072,0.2238,0.0
Tropical_Storm_Harvey_(2005),0.0012,0.0002,0.0072,0.2238,0.0
Tropical_Storm_Henri_(2003),0.003,0.0002,0.0072,0.1908,0.0
Tropical_Storm_Larry_(2003),0.002,0.0002,0.0072,0.1908,0.0
Tropical_Storm_Lee_(2005),0.0015,0.0002,0.0072,0.2238,0.0
Tropical_Storm_Leslie_(2000),0.0022,0.0002,0.0072,0.2784,0.0
Tropical_Storm_Matthew_(2004),0.0017,0.0005,0.0073,0.2377,0.0
Tropical_Storm_Odette_(2003),0.0032,0.0002,0.0072,0.1908,0.0
Tropical_Storm_Zeta_(2005),0.001,0.0002,0.0072,0.2238,0.0
Tropical_cyclone,0.0207,0.0215,0.0195,0.3914,0.0048
Tropics,0.0044,0.0109,0.014,0.3724,0.0002
Trout,0.003,0.0037,0.0092,0.337,0.0001
Trumpet,0.0052,0.0052,0.0096,0.3406,0.0002
Tsar_Bomba,0.002,0.0012,0.0077,0.3099,0.0
Tsunami,0.0141,0.0104,0.014,0.3755,0.001
Tuatara,0.004,0.001,0.0079,0.3227,0.0001
Tuberculosis,0.0079,0.0173,0.0141,0.3658,0.001
Tufted_Duck,0.0035,0.0002,0.0072,0.1569,0.0
Tuna,0.003,0.0042,0.0094,0.3374,0.0001
Tungsten,0.0086,0.0074,0.0117,0.3538,0.0005
Tunis,0.0049,0.0042,0.0108,0.3535,0.0001
Tunisia,0.0077,0.0215,0.0315,0.4193,0.0003
Tupac_Shakur,0.0044,0.001,0.0076,0.297,0.0
Turin,0.0119,0.0054,0.0111,0.3588,0.0003
Turkey,0.0425,0.0565,0.0525,0.4547,0.0047
Turkey_(bird),0.0037,0.002,0.0099,0.381,0.0006
Turkish_Republic_of_Northern_Cyprus,0.003,0.0052,0.0135,0.3705,0.0
Turkmenistan,0.0079,0.0123,0.0211,0.3905,0.0001
Turks_and_Caicos_Islands,0.0054,0.004,0.0129,0.3959,0.0001
Turmeric,0.0096,0.0027,0.008,0.2664,0.0
Turquoise,0.0131,0.0012,0.0079,0.3161,0.0001
Turtle,0.004,0.0054,0.0104,0.3503,0.0002
Tutsi,0.003,0.0022,0.0088,0.3325,0.0
Tuvalu,0.0072,0.0054,0.0116,0.3471,0.0
Tycho_Brahe,0.0091,0.0037,0.0087,0.3171,0.0002
Typewriter,0.0022,0.0007,0.0074,0.274,0.0
Tyrannosaurus,0.0116,0.0054,0.0092,0.3009,0.0004
U.S._Navy_Marine_Mammal_Program,0.002,0.0005,0.0073,0.2802,0.0
U.S._Open_(tennis),0.0025,0.0042,0.0091,0.3266,0.0001
U.S._Route_66,0.0035,0.0005,0.0072,0.2084,0.0003
U.S._state,0.0114,0.0173,0.02,0.4062,0.001
U2,0.0079,0.0054,0.0102,0.3436,0.0004
Ubuntu_(Linux_distribution),0.0025,0.0005,0.0073,0.2347,0.0
Uganda,0.0395,0.0183,0.0217,0.3913,0.0013
Ukraine,0.0143,0.0395,0.0429,0.4407,0.001
Ukulele,0.0035,0.0015,0.0076,0.2769,0.0
Ulawun,0.0005,0.0005,0.0074,0.305,0.0
Ultimatum_game,0.002,0.0002,0.0072,0.2484,0.0
Ultraviolet,0.0084,0.02,0.0164,0.3722,0.0016
Uluru,0.001,0.0002,0.0072,0.2084,0.0
Ulysses_S._Grant,0.0081,0.0062,0.0104,0.3484,0.0003
Union_Flag,0.0074,0.0032,0.0097,0.3403,0.0001
Union_Station_(San_Diego),0.0037,0.001,0.0074,0.2781,0.0007
United_Arab_Emirates,0.0044,0.0141,0.0212,0.3856,0.0001
United_Kingdom,0.0415,0.2217,0.1506,0.5468,0.0479
United_Malays_National_Organisation,0.0042,0.0005,0.0072,0.2387,0.0
United_Nations,0.0279,0.0778,0.082,0.492,0.0069
United_States,0.0726,0.3444,0.2003,0.5952,0.1036
United_States_Bill_of_Rights,0.0049,0.0037,0.0113,0.3814,0.0002
United_States_Congress,0.0106,0.0138,0.0166,0.3985,0.0006
United_States_Constitution,0.0062,0.0106,0.0149,0.3881,0.0003
United_States_Declaration_of_Independence,0.0049,0.0044,0.0119,0.3845,0.0002
United_States_House_of_Representatives,0.0067,0.0136,0.0156,0.387,0.0003
United_States_Numbered_Highways,0.0025,0.0002,0.0072,0.1725,0.0
United_States_Senate,0.004,0.0151,0.0169,0.3945,0.0002
United_States_Virgin_Islands,0.0074,0.0032,0.0122,0.3907,0.0003
United_States_dollar,0.0104,0.0385,0.0313,0.4403,0.0022
Universe,0.0049,0.0148,0.0153,0.3714,0.0006
University,0.0079,0.0185,0.0231,0.4215,0.0009
University_of_Bristol,0.0064,0.0022,0.008,0.3022,0.0002
University_of_Cambridge,0.0114,0.0178,0.0173,0.398,0.0025
University_of_Chicago,0.0079,0.0077,0.0103,0.3406,0.0012
University_of_Texas_at_Austin,0.0027,0.0012,0.0077,0.3007,0.0
Unix,0.0035,0.0057,0.009,0.306,0.0008
Ununbium,0.0035,0.0017,0.0079,0.2724,0.0
Ununhexium,0.0032,0.0017,0.008,0.2767,0.0
Ununoctium,0.0035,0.0017,0.0081,0.2701,0.0
Ununpentium,0.0042,0.0017,0.0079,0.2631,0.0
Ununquadium,0.003,0.002,0.0081,0.2868,0.0
Ununtrium,0.0035,0.0017,0.0079,0.2633,0.0
Upsilon_Andromedae,0.0049,0.0015,0.0076,0.2297,0.0007
Upsilon_Andromedae_b,0.0035,0.0007,0.0073,0.1869,0.0
Upsilon_Andromedae_c,0.0037,0.0005,0.0072,0.1868,0.0
Upsilon_Andromedae_d,0.0042,0.0005,0.0072,0.1868,0.0
Uranium,0.0126,0.0168,0.0162,0.3707,0.0016
Uranus,0.0084,0.0042,0.0094,0.3298,0.0002
Urial,0.0022,0.0002,0.0075,0.3073,0.0
Uruguay,0.0062,0.0126,0.0188,0.3892,0.0001
Utilitarianism,0.0017,0.0054,0.0103,0.3445,0.0
Utrecht_(city),0.0049,0.002,0.0087,0.3388,0.0
Uzbekistan,0.0091,0.0146,0.0204,0.3792,0.0002
Valparaíso,0.0022,0.0015,0.0085,0.341,0.0
Vampire,0.0111,0.0022,0.008,0.3128,0.0005
Vampire_bat,0.0032,0.0005,0.0073,0.2594,0.0
Van_Halen,0.002,0.001,0.0075,0.2909,0.0
Vanadium,0.0109,0.0052,0.0101,0.3379,0.0002
Vancouver,0.0111,0.0067,0.0111,0.3595,0.0003
Vanilla,0.0069,0.0027,0.0087,0.3187,0.0001
Vanuatu,0.0069,0.0084,0.0155,0.3727,0.0001
Varanasi,0.0057,0.0022,0.0082,0.3189,0.0001
Vasco_da_Gama,0.0044,0.0052,0.0106,0.3468,0.0001
Vatican_City,0.0081,0.0158,0.0257,0.415,0.0004
Vegetable,0.0062,0.0104,0.014,0.3786,0.0006
Vegetation,0.0012,0.0044,0.0096,0.3427,0.0
Velociraptor,0.0081,0.0015,0.0076,0.2668,0.0001
Venezuela,0.0126,0.0217,0.0262,0.4207,0.0008
Venn_diagram,0.002,0.0002,0.0072,0.235,0.0
Venus,0.0156,0.0089,0.011,0.3386,0.0012
Venus_and_Adonis_(opera),0.0022,0.0007,0.0075,0.2924,0.0
Vertebrate,0.0032,0.0111,0.013,0.3469,0.0003
Vestigial_structure,0.0035,0.0007,0.0075,0.2993,0.0
Vicia_faba,0.0047,0.0005,0.0075,0.3052,0.0001
Victor_Hugo,0.0077,0.003,0.0089,0.3369,0.0001
"Victoria,_Seychelles",0.003,0.0007,0.0082,0.3352,0.0
Victoria_Cross,0.0052,0.004,0.0088,0.3222,0.0001
Victoria_of_the_United_Kingdom,0.0123,0.018,0.0162,0.3794,0.0018
Video,0.0027,0.0027,0.0083,0.3172,0.0001
Vienna,0.0136,0.0244,0.0249,0.4103,0.0012
Vietnam,0.0133,0.0328,0.0354,0.445,0.0013
Vietnam_War,0.0077,0.02,0.0205,0.4111,0.0005
Viking,0.0153,0.0183,0.0225,0.4147,0.0015
Vinaya,0.0042,0.0007,0.0077,0.3129,0.0001
Vincent_van_Gogh,0.0072,0.004,0.0099,0.3584,0.0006
Virgil,0.0074,0.0067,0.0112,0.3613,0.0004
Virginian_Railway,0.004,0.001,0.0074,0.2102,0.0
Virtuti_Militari,0.0067,0.0017,0.0077,0.2736,0.0
Virus,0.0069,0.0081,0.0109,0.3461,0.0005
Visual_arts,0.0037,0.0035,0.0089,0.335,0.0003
Vitamin,0.0067,0.0072,0.0105,0.3511,0.001
Vitamin_C,0.0077,0.0091,0.0106,0.333,0.0006
Vitamin_D,0.003,0.0054,0.0095,0.3336,0.0001
Vitus_Bering,0.002,0.0005,0.0075,0.3073,0.0
Vivien_Leigh,0.0079,0.0017,0.0077,0.2684,0.0001
Vladimir_Lenin,0.0091,0.0119,0.0159,0.3756,0.0005
Vodafone,0.022,0.0015,0.0076,0.2893,0.0001
Volcanic_pipe,0.0025,0.0005,0.0073,0.2702,0.0
Volcano,0.0165,0.0306,0.0285,0.4388,0.0071
Vole,0.0037,0.0012,0.0075,0.2819,0.0
Volga_River,0.0044,0.003,0.0095,0.345,0.0001
Volleyball,0.0032,0.0067,0.0131,0.3689,0.0
Volt,0.0012,0.0052,0.0091,0.3082,0.0001
Voltaire,0.0067,0.0099,0.0116,0.3488,0.0002
Voting,0.0022,0.0032,0.0085,0.318,0.0
Vowel,0.004,0.0064,0.0108,0.3532,0.0001
Voynich_manuscript,0.0111,0.0002,0.0072,0.2329,0.0
Vulgar_Latin,0.0052,0.0025,0.0105,0.3605,0.0001
Vulture,0.0044,0.0012,0.0076,0.2884,0.0
W._Mark_Felt,0.0054,0.0005,0.0073,0.281,0.0003
WTA_Tour_Championships,0.0027,0.0002,0.0072,0.2345,0.0
Wader,0.003,0.0017,0.0079,0.2922,0.0001
Waheguru,0.0012,0.0007,0.0077,0.3211,0.0
Wake_Island,0.0062,0.002,0.0098,0.3742,0.0002
Wales,0.0141,0.0385,0.0309,0.4274,0.0032
Wall_Street,0.0069,0.0035,0.0112,0.3805,0.0002
Wallaby,0.003,0.0007,0.0073,0.2548,0.0
Wallis_and_Futuna,0.0067,0.0022,0.0087,0.3299,0.0
Walrus,0.0037,0.002,0.0079,0.3139,0.0001
Walt_Disney,0.0064,0.0035,0.0083,0.2951,0.0006
Walt_Whitman,0.0037,0.003,0.0105,0.3837,0.0003
Walter_Raleigh,0.0054,0.0022,0.0084,0.3235,0.0001
Walter_Scott,0.0042,0.0044,0.009,0.3196,0.0001
War,0.0106,0.0195,0.0228,0.4248,0.0015
War_and_Peace,0.0049,0.0012,0.0075,0.2728,0.0
War_in_Somalia_(2006–present),0.0035,0.0002,0.0074,0.3064,0.0
War_of_the_League_of_Cambrai,0.004,0.0007,0.0073,0.2576,0.0
War_of_the_Spanish_Succession,0.0052,0.004,0.0102,0.3525,0.0
Ward_Cunningham,0.0007,0.0002,0.0072,0.2267,0.0
Warren_G._Harding,0.0094,0.0022,0.0082,0.3003,0.0001
Wars_of_the_Roses,0.0072,0.004,0.0104,0.3583,0.0003
Warsaw,0.0138,0.0116,0.0173,0.3949,0.0007
Wasabi,0.0047,0.0032,0.009,0.3443,0.0002
"Washington,_D.C.",0.017,0.0395,0.0285,0.4257,0.0028
Washington_Metro,0.0037,0.0007,0.0076,0.3049,0.0
Wasp,0.003,0.0025,0.008,0.2776,0.0
Waste_management,0.0074,0.0025,0.0088,0.3372,0.0001
Watch,0.0042,0.0027,0.0085,0.3305,0.0002
Watchmen,0.0054,0.0007,0.0073,0.2569,0.0
Water,0.0323,0.0464,0.0307,0.4298,0.0102
Water_Buffalo,0.0077,0.0015,0.0076,0.2595,0.0
Water_polo,0.0027,0.0007,0.0077,0.3136,0.0
Water_purification,0.0062,0.0025,0.0084,0.3167,0.0001
Water_resources,0.0047,0.001,0.0077,0.312,0.0
Watercolor_painting,0.0037,0.001,0.0074,0.282,0.0
Watling_Street,0.0035,0.0012,0.0075,0.2717,0.0
Wave,0.0025,0.0074,0.0108,0.347,0.0001
Wave–particle_duality,0.0062,0.0002,0.0072,0.2588,0.0
Wayne_Rooney,0.004,0.0002,0.0072,0.264,0.0002
Weapon,0.0069,0.0059,0.0105,0.354,0.0002
Weasel,0.002,0.002,0.0078,0.2882,0.0
Weather,0.0106,0.0086,0.0117,0.3588,0.0007
Weather_forecasting,0.0025,0.0007,0.0074,0.269,0.0
Weed,0.0007,0.0032,0.009,0.3355,0.0
Weight_training,0.003,0.0005,0.0073,0.2624,0.0
Weimar_Republic,0.0086,0.0054,0.0112,0.3486,0.0001
Welding,0.0106,0.0064,0.0102,0.3331,0.0009
